id,date,site,resp_sex,resp_age,resp_race,resp_ethnicity,resp_citizenship,resp_major,resp_pid,resp_nativelang,resp_religion,resp_american,resp_american_pid,resp_american_ideo,exp_sex,exp_race,study_numparticipants,study_exprunafter,study_separated,study_recruit,study_compensation,study_online,study_country,study_usa,filter_iat,iv,dv,original_study,original_study_name,resp_gender,resp_ethnicity_hisp,RACE,RACE_american_indian,RACE_black_american,RACE_brazil,RACE_east_asian,RACE_more_than_one,RACE_nederland,RACE_others,RACE_south_asian,RACE_white,MAJOR,MAJOR_Engineer,MAJOR_Science,MAJOR_Social,MAJOR_others,resp_polideo,_selection_prob,_preferred_treatment
2400860.0,2013-08-28 12:15:57,abington,female,18.0,white,not hispanic or latino,US,Visual and performing arts,Moderately Conservative,other,,4.0,5.0,5.0,male,white,5,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,4676.0,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",1.0,0.0,white,False,False,False,False,False,False,False,False,True,others,False,False,False,True,1.0,0.4417921152318595,0
2400868.0,2013-08-28 12:12:21,abington,male,18.0,white,not hispanic or latino,US,Biological sciences/life sciences,Neutral (Moderate),english,,8.0,4.0,4.0,male,white,5,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,2163.5,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",0.0,0.0,white,False,False,False,False,False,False,False,False,True,Science,False,True,False,False,3.0,0.30013645014840795,1
2400916.0,2013-08-28 12:19:14,abington,female,18.0,south asian,not hispanic or latino,US,"Engineering, mathematics, physical sciences/technologies",Neutral (Moderate),english,,11.0,4.0,4.0,male,white,5,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,2163.5,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",1.0,0.0,south_asian,False,False,False,False,False,False,False,True,False,Engineer,True,False,False,False,3.0,0.7140488898259822,1
2400925.0,2013-08-28 12:16:21,abington,male,19.0,east asian,,US,Education,Neutral (Moderate),english,,7.0,3.0,6.0,male,white,5,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,580.0,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",0.0,0.16989247311827957,east_asian,False,False,False,True,False,False,False,False,False,Social,False,False,True,False,3.0,0.2668244405071553,0
2400934.0,2013-08-28 12:22:38,abington,male,21.0,black or african american,not hispanic or latino,US,Law or legal studies,Neutral (Moderate),english,,5.0,1.0,7.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,2163.5,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",0.0,0.0,black_american,False,True,False,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.2076603346342691,0
2407271.0,2013-09-03 11:35:38,abington,female,18.0,white,not hispanic or latino,UA,Visual and performing arts,Strongly Liberal,english,,7.0,4.0,4.0,male,white,3,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,4165.5,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",1.0,0.0,white,False,False,False,False,False,False,False,False,True,others,False,False,False,True,6.0,0.5642788936790994,0
2407403.0,2013-09-03 12:45:26,abington,male,19.0,east asian,not hispanic or latino,US,Visual and performing arts,Slightly Liberal,english,,7.0,3.0,4.0,male,white,9,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,251.0,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",0.0,0.0,east_asian,False,False,False,True,False,False,False,False,False,others,False,False,False,True,4.0,0.2668244405071553,0
2407405.0,2013-09-03 12:48:01,abington,female,20.0,white,not hispanic or latino,US,Law or legal studies,Slightly Conservative,english,,10.0,3.0,4.0,male,white,9,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,3035.5,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",1.0,0.0,white,False,False,False,False,False,False,False,False,True,Social,False,False,True,False,2.0,0.6793931783178184,1
2407407.0,2013-09-03 12:45:09,abington,female,19.0,white,not hispanic or latino,US,Psychology,Slightly Conservative,english,,7.0,2.0,2.0,male,white,9,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,1189.0,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",1.0,0.0,white,False,False,False,False,False,False,False,False,True,Social,False,False,True,False,2.0,0.5642788936790994,1
2407864.0,2013-09-03 16:48:28,abington,male,18.0,white,,US,,Strongly Conservative,english,,11.0,4.0,5.0,female,white,3,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,5082.0,anchoring1,"Anchoring (Jacowitz & Kahneman, 1995) - NYC",0.0,0.16989247311827957,white,False,False,False,False,False,False,False,False,True,others,False,False,False,True,0.0,0.41236189708802196,1
